,Disagreement,q
0,0.019681022184613543,1.0
1,0.023657305979223855,1.0
2,0.01874241172021821,1.0
3,0.03081474724053249,1.0
4,0.024397080606442165,1.0
5,0.03119146782758592,1.0
6,0.02971445761530825,1.0
7,0.01760964671418581,1.0
8,0.02930805518255247,1.0
9,0.025135364328484986,1.0
10,0.029241931716488746,1.0
11,0.03193761417643279,1.0
12,0.030345177226191927,1.0
13,0.0232624019673158,1.0
14,0.021095038265606818,1.0
15,0.018916344620903806,1.0
16,0.020244009899696564,1.0
17,0.021125103320313275,1.0
18,0.026379437634532467,1.0
19,0.023267804309734675,1.0
20,0.028021120765091386,1.0
21,0.025498316511175276,1.0
22,0.02061191199318166,1.0
23,0.028508395332294365,1.0
24,0.026493808963368348,1.0
25,0.028087300328477144,1.0
26,0.02733699241507864,1.0
27,0.02769395932292131,1.0
28,0.030375706991064885,1.0
29,0.02409924092114705,1.0
30,0.02355066009784733,1.0
31,0.02612966986246403,1.0
32,0.02309698001648581,1.0
33,0.029156006522780272,1.0
34,0.020053271966085872,1.0
35,0.030615613246817375,1.0
36,0.02373174307182375,1.0
37,0.026204100364584072,1.0
38,0.019218402934159308,1.0
39,0.028884819515417416,1.0
40,0.03491851557866136,1.0
41,0.027505609759861792,1.0
42,0.025162973175853618,1.0
43,0.018601537671186965,1.0
44,0.028226948261822576,1.0
45,0.025862820899849436,1.0
46,0.02707410874059492,1.0
47,0.02514602814020546,1.0
48,0.020165611901931214,1.0
49,0.022604820138409636,1.0
50,0.024163939517923637,1.0
51,0.029112811888340216,1.0
52,0.024152990212161635,1.0
53,0.02110770888912057,1.0
54,0.028947494722453736,1.0
55,0.024738574439365016,1.0
56,0.023784873373804378,1.0
57,0.025743503455873305,1.0
58,0.028161623236755064,1.0
59,0.024242077239347397,1.0
60,0.019235958091365732,1.0
61,0.023220193626884943,1.0
62,0.02100017664565124,1.0
63,0.027366201906214468,1.0
64,0.02425604268973214,1.0
65,0.02320072979429012,1.0
66,0.032973300465182834,1.0
67,0.022979097496635122,1.0
68,0.025019535167215577,1.0
69,0.02120224618639748,1.0
70,0.021859922985014154,1.0
71,0.027615533645004478,1.0
72,0.02293339617976271,1.0
73,0.028229595036299647,1.0
74,0.023864147175549317,1.0
75,0.019480400328016127,1.0
76,0.02988935064387331,1.0
77,0.026918944686085876,1.0
78,0.022325980153730128,1.0
79,0.01907547311335483,1.0
80,0.0245604623073667,1.0
81,0.022319663061109156,1.0
82,0.02160744471784708,1.0
83,0.030281435919032956,1.0
84,0.027014916258093664,1.0
85,0.01886868998859228,1.0
86,0.022494589730817145,1.0
87,0.0192388122397445,1.0
88,0.024474749204460224,1.0
89,0.014489574634396105,1.0
90,0.02925322089581338,1.0
91,0.024918573795818754,1.0
92,0.02476102415318866,1.0
93,0.03544661877300059,1.0
94,0.022200267157697476,1.0
95,0.020609460617104225,1.0
96,0.026529132978153604,1.0
97,0.02431235937618799,1.0
98,0.020036400555975886,1.0
99,0.022431820596265202,1.0
100,0.027109946103104382,0.8
101,0.021440275335180316,0.8
102,0.019779131825453815,0.8
103,0.027916347700451864,0.8
104,0.024636950978779586,0.8
105,0.02540036223792162,0.8
106,0.025242317136270665,0.8
107,0.021668420758233185,0.8
108,0.02825426727717535,0.8
109,0.026244733726701983,0.8
110,0.0266221337463051,0.8
111,0.024938251197521286,0.8
112,0.023247091558058694,0.8
113,0.031489763083382985,0.8
114,0.024422971254308395,0.8
115,0.0200272574633769,0.8
