,Disagreement,q
0,0.002952271150223002,0.0
1,0.003037064167003748,0.0
2,0.0035879932228156165,0.0
3,0.0035886204573958203,0.0
4,0.003307484043017569,0.0
5,0.002784975562774879,0.0
6,0.003517911883085439,0.0
7,0.0031510007772901486,0.0
8,0.0031355139796952138,0.0
9,0.0034748092390815707,0.0
10,0.003439109208195581,0.0
11,0.0026250072363946885,0.0
12,0.003649611216848282,0.0
13,0.0039110893258953935,0.0
14,0.003861666587068784,0.0
15,0.0036066325429810918,0.0
16,0.004666911503962521,0.0
17,0.002988251459117612,0.0
18,0.0033691369642490747,0.0
19,0.0023321937934847547,0.0
20,0.004537231697463215,0.0
21,0.0030359683484040218,0.0
22,0.003915883677869277,0.0
23,0.0034071804111680893,0.0
24,0.0031978571439087618,0.0
25,0.00391969000095307,0.0
26,0.002953868518186591,0.0
27,0.0036406288058717508,0.0
28,0.0023040278659453347,0.0
29,0.0033235299139638443,0.0
30,0.0037122363462424287,0.0
31,0.005232331137599392,0.0
32,0.002530768550678266,0.0
33,0.002705770793383478,0.0
34,0.002804943215033992,0.0
35,0.004228328180864453,0.0
36,0.002948190667535852,0.0
37,0.003228374255973472,0.0
38,0.003857444212242676,0.0
39,0.002578656920489224,0.0
40,0.0027898459780819704,0.0
41,0.003832683140034153,0.0
42,0.00306211020891258,0.0
43,0.002830029189661148,0.0
44,0.0033596227772406976,0.0
45,0.0030271359903501858,0.0
46,0.002779162736653443,0.0
47,0.0028632485848076985,0.0
48,0.003131703406602434,0.0
49,0.0037432289843541927,0.0
50,0.00416503759746681,0.0
51,0.003392045540718896,0.0
52,0.0025703753600562497,0.0
53,0.002454010535629607,0.0
54,0.002328635070651035,0.0
55,0.002077592935776761,0.0
56,0.0026728336494323372,0.0
57,0.0031676517409096345,0.0
58,0.003961762725395934,0.0
59,0.0030724686218473523,0.0
60,0.0023557965382797227,0.0
61,0.0038674119667139587,0.0
62,0.0024809160825428832,0.0
63,0.004267502361016875,0.0
64,0.0026266949220209307,0.0
65,0.002524633501666947,0.0
66,0.0039534931824365335,0.0
67,0.0026752843470611363,0.0
68,0.0034573634535181126,0.0
69,0.003091067895253431,0.0
70,0.003672974184653602,0.0
71,0.0030957467546227076,0.0
72,0.003636639555032198,0.0
73,0.0035543389067506943,0.0
74,0.0021295018968943338,0.0
75,0.003140664904163793,0.0
76,0.0030704328502594537,0.0
77,0.002526338608095131,0.0
78,0.002918470357206649,0.0
79,0.0035681622107876154,0.0
80,0.0037988306476424176,0.0
81,0.002801305191311375,0.0
82,0.0021681656971438753,0.0
83,0.003582681380323012,0.0
84,0.001936295494583143,0.0
85,0.002730500368455905,0.0
86,0.003124291406289269,0.0
87,0.003072976932319334,0.0
88,0.0025027925388133427,0.0
89,0.0035526356494752424,0.0
90,0.003088777629958302,0.0
91,0.0032192237419418706,0.0
92,0.0030808297946922475,0.0
93,0.0032980661112699556,0.0
94,0.003148400736328743,0.0
95,0.0022543244005835987,0.0
96,0.003238670930307197,0.0
97,0.002568855563164325,0.0
98,0.0026479831792348297,0.0
99,0.0032820451319935814,0.0
100,0.0025370499699498643,0.01
101,0.004141476890580512,0.01
102,0.003307228596265176,0.01
103,0.0033142452842587584,0.01
104,0.005441504238404249,0.01
105,0.003644001856492032,0.01
106,0.0036009457558068892,0.01
107,0.004327644407760506,0.01
108,0.0035631615381308056,0.01
109,0.003797486857386967,0.01
110,0.0035952506223872398,0.01
111,0.00351632221395274,0.01
112,0.002674820559093066,0.01
113,0.0033777224051966654,0.01
114,0.00354675278992927,0.01
115,0.0025042916297274976,0.01
116,0.0024233949389429912,0.01
117,0.003383656428584689,0.01
118,0.0036159883575076456,0.01
119,0.003354876056983081,0.01
120,0.0032860164215630376,0.01
121,0.003227013071106199,0.01
122,0.0031903432172698844,0.01
123,0.0025366668870225135,0.01
124,0.0026446839518878,0.01
125,0.0029308036611853535,0.01
126,0.0028421048450885285,0.01
127,0.002314360454408624,0.01
128,0.0036347907681676074,0.01
129,0.0029701803521745658,0.01
130,0.002785607040989471,0.01
131,0.003831861599599433,0.01
132,0.0026904652384432447,0.01
133,0.0030484967789694687,0.01
134,0.003909998518584533,0.01
135,0.002165402246708301,0.01
136,0.0036169080312605027,0.01
137,0.004914677857242427,0.01
138,0.003574856933471567,0.01
139,0.0033652773083252944,0.01
140,0.002879914924876635,0.01
141,0.00316844181837084,0.01
142,0.004829658718533742,0.01
143,0.003743242494392547,0.01
144,0.004822849393132727,0.01
145,0.003846920484355717,0.01
