,Disagreement,Density
0,0.024778989066451828,0.1
1,0.02257840659845557,0.1
2,0.020601971458646836,0.1
3,0.027222434412419613,0.1
4,0.012449022173777706,0.1
5,0.019365753727244354,0.1
6,0.026812379640311863,0.1
7,0.01710586996200911,0.1
8,0.017934510853387084,0.1
9,0.02498468725740164,0.1
10,0.02686288111112361,0.1
11,0.017049558537131592,0.1
12,0.023499408470696544,0.1
13,0.017643239741343464,0.1
14,0.017337503292648115,0.1
15,0.02403712297236948,0.1
16,0.01477748316177732,0.1
17,0.02765208431642367,0.1
18,0.023045113752011438,0.1
19,0.019364660606378117,0.1
20,0.016794940389931394,0.1
21,0.024513050101837717,0.1
22,0.02111399134764767,0.1
23,0.018107695572733052,0.1
24,0.0185895714968374,0.1
25,0.021689986369815853,0.1
26,0.021728322732337824,0.1
27,0.020057494488380116,0.1
28,0.018313655787704004,0.1
29,0.020285496910685378,0.1
30,0.014344653708159969,0.1
31,0.019914789496078077,0.1
32,0.017880057168918936,0.1
33,0.015004016417087134,0.1
34,0.022740939446483,0.1
35,0.01694000372885631,0.1
36,0.02563274775282885,0.1
37,0.024461455744066055,0.1
38,0.014809726615871998,0.1
39,0.027009955024178554,0.1
40,0.024369554334699464,0.1
41,0.019689509151312623,0.1
42,0.014731878451414847,0.1
43,0.02104031955031416,0.1
44,0.01734783762350331,0.1
45,0.015520230896548647,0.1
46,0.022289959573826075,0.1
47,0.02496589784877303,0.1
48,0.017181296175087728,0.1
49,0.01858235085369694,0.1
50,0.021945855037729303,0.1
51,0.020431003487423466,0.1
52,0.0262882399405523,0.1
53,0.016976898416606462,0.1
54,0.017285313116358846,0.1
55,0.01573220713104169,0.1
56,0.022431826853050753,0.1
57,0.019802543760525537,0.1
58,0.01877770046411505,0.1
59,0.019356323850032796,0.1
60,0.015220915704110148,0.1
61,0.024831619293158434,0.1
62,0.02013008387704655,0.1
63,0.019106642057255548,0.1
64,0.02036742410536199,0.1
65,0.026079413008125087,0.1
66,0.023389827514435146,0.1
67,0.016676984327601695,0.1
68,0.02303212126369361,0.1
69,0.02949221600355954,0.1
70,0.01502286698059516,0.1
71,0.019853416822783944,0.1
72,0.015146628508100399,0.1
73,0.01996888943535582,0.1
74,0.023671498986732306,0.1
75,0.017391564402921448,0.1
76,0.017663871862762828,0.1
77,0.0164562658572375,0.1
78,0.02033212176798488,0.1
79,0.018170413084561195,0.1
80,0.021995730053161494,0.1
81,0.023839578686671227,0.1
82,0.025185027425144738,0.1
83,0.02887421200893613,0.1
84,0.02430849702233131,0.1
85,0.02181343421381777,0.1
86,0.023378360530145723,0.1
87,0.021700278079999264,0.1
88,0.019207432363004984,0.1
89,0.020834081744732207,0.1
90,0.015122516437604164,0.1
91,0.025720025293064528,0.1
92,0.0179738371504942,0.1
93,0.017806887346821832,0.1
94,0.020873965242068505,0.1
95,0.025820458488162584,0.1
96,0.022068106967099193,0.1
97,0.018573669986982528,0.1
98,0.018896679472115756,0.1
99,0.019015060625549335,0.1
100,0.014004898183958331,0.2
101,0.02058316279667546,0.2
102,0.012873782131407848,0.2
103,0.016704282794758708,0.2
104,0.0219670651537845,0.2
105,0.015214905032819583,0.2
106,0.017897228607310748,0.2
107,0.019062976226461505,0.2
108,0.02076934548495385,0.2
109,0.02010141452983218,0.2
110,0.019986772613712137,0.2
111,0.019162660756491045,0.2
112,0.01698154714842288,0.2
113,0.015898842357035634,0.2
114,0.020130266470956486,0.2
115,0.018460600556435593,0.2
116,0.02167721160594592,0.2
117,0.026504420180466646,0.2
118,0.015933657781245798,0.2
119,0.020599570574911002,0.2
120,0.01491691040857111,0.2
121,0.018243502726029762,0.2
122,0.01675687660921156,0.2
123,0.01979845849474341,0.2
124,0.018484715449416652,0.2
125,0.017126549819150908,0.2
126,0.015665311402915136,0.2
127,0.019649751905392473,0.2
128,0.01902002256332632,0.2
129,0.014252378272906914,0.2
130,0.013785632557130348,0.2
131,0.015928850016302606,0.2
132,0.01928124818726292,0.2
133,0.015944953551162877,0.2
134,0.02179565689657919,0.2
