,Disagreement,Density
0,0.5892581816317349,0.8
1,0.5310614251710295,0.8
2,0.6136525077621042,0.8
3,0.6077804784195993,0.8
4,0.5734031565438719,0.8
5,0.6309455943992834,0.8
6,0.6196800598671638,0.8
7,0.5855194015763402,0.8
8,0.6309585204646537,0.8
9,0.5967618010255,0.8
10,0.5417096826451123,0.8
11,0.4682656744622588,0.8
12,0.638452498761456,0.8
13,0.5935072667385966,0.8
14,0.666221776698977,0.8
15,0.5962222611802902,0.8
16,0.5880629828151636,0.8
17,0.5689604056646451,0.8
18,0.691197986221462,0.8
19,0.5241312563582827,0.8
20,0.6853637721424872,0.8
21,0.5437029252628173,0.8
22,0.6829538399932386,0.8
23,0.3722858610511711,0.8
24,0.6031834930353744,0.8
25,0.627846999391971,0.8
26,0.6297663401364555,0.8
27,0.5780921071427744,0.8
28,0.6509627678290621,0.8
29,0.6188964776817829,0.8
30,0.5665460183522776,0.8
31,0.6046448081701593,0.8
32,0.5564474493421478,0.8
33,0.5035988667977777,0.8
34,0.5750079736113652,0.8
35,0.6758486747443283,0.8
36,0.618574854285434,0.8
37,0.5822964820297819,0.8
38,0.5748046391453018,0.8
39,0.5903950130967413,0.8
40,0.5588580950370892,0.8
41,0.6459921563403376,0.8
42,0.5524214307978514,0.8
43,0.6163860170157385,0.8
44,0.7336836623516089,0.8
45,0.661318870640022,0.8
46,0.5841556640683291,0.8
47,0.6312617766785273,0.8
48,0.5665303486376713,0.8
49,0.5831014361429093,0.8
50,0.5681072743617035,0.8
51,0.6026338129968454,0.8
52,0.6580144425137766,0.8
53,0.6990422935931258,0.8
54,0.464546395679147,0.8
55,0.6376563360541837,0.8
56,0.5601424091069781,0.8
57,0.6873250853688064,0.8
58,0.5334669088486242,0.8
59,0.6158328716672296,0.8
60,0.6025094018713987,0.8
61,0.6006903867964691,0.8
62,0.5830852526237538,0.8
63,0.5535189967082207,0.8
64,0.5704170669597964,0.8
65,0.5912529347791265,0.8
66,0.5328474172413906,0.8
67,0.5639426110860551,0.8
68,0.6045365795359516,0.8
69,0.6147286167430371,0.8
70,0.5207494854653787,0.8
71,0.5566712584690038,0.8
72,0.6731104984973951,0.8
73,0.5255694992621189,0.8
74,0.5708525772954548,0.8
75,0.5391294490887576,0.8
76,0.5754488830323377,0.8
77,0.4418157677536106,0.8
78,0.5922153867639164,0.8
79,0.6288843547147449,0.8
80,0.593707619632276,0.8
81,0.565704996730186,0.8
82,0.5686800458348432,0.8
83,0.5943987030164813,0.8
84,0.5851788387420318,0.8
85,0.5517826629769663,0.8
86,0.5890610555764121,0.8
87,0.5742407899724086,0.8
88,0.6449183887958093,0.8
89,0.5887662219682829,0.8
90,0.6452296947962448,0.8
91,0.6188571289787517,0.8
92,0.5319167637900536,0.8
93,0.5561238014416432,0.8
94,0.4239012675548815,0.8
95,0.6053388646469331,0.8
96,0.6555467967506887,0.8
97,0.45226924831436516,0.8
98,0.501874107193856,0.8
99,0.6325446909054115,0.8
100,0.5347959824349661,0.6
101,0.5989702887999465,0.6
102,0.6709851447276627,0.6
103,0.6651852829741804,0.6
104,0.5915502537543957,0.6
105,0.6422394298428546,0.6
106,0.564116713865929,0.6
107,0.5109666644767039,0.6
108,0.6426322418950232,0.6
109,0.43875510598601203,0.6
110,0.705637048829478,0.6
111,0.5956541995714002,0.6
112,0.6357289720679137,0.6
113,0.5053971157448804,0.6
114,0.5204640370878322,0.6
115,0.529605787207171,0.6
116,0.6474470464982575,0.6
117,0.6140269838911223,0.6
118,0.5469495630378679,0.6
119,0.5767379125071005,0.6
120,0.6555656979892025,0.6
121,0.6539803735628642,0.6
122,0.5577838512681436,0.6
123,0.5023805124149326,0.6
124,0.6234387125128004,0.6
125,0.5576348659788367,0.6
126,0.5683939454643416,0.6
127,0.5820011397820924,0.6
128,0.5946243297238113,0.6
129,0.64594975950134,0.6
130,0.5128289001887638,0.6
131,0.5552142137308341,0.6
132,0.5592472845075537,0.6
133,0.5959871355497998,0.6
134,0.43125105041093986,0.6
135,0.6110783353137212,0.6
136,0.6103979081050107,0.6
137,0.6358153010296218,0.6
138,0.6046143086322835,0.6
139,0.42754822768699524,0.6
140,0.5946641439204657,0.6
141,0.6317338019622457,0.6
142,0.5577487738239684,0.6
143,0.6259260790986839,0.6
144,0.5544688351638214,0.6
145,0.6000520393609915,0.6
146,0.5468318445974987,0.6
147,0.5748591049250283,0.6
148,0.5004464410842688,0.6
149,0.6209977121996265,0.6
150,0.6252653445700452,0.6
151,0.5996607140106924,0.6
152,0.6043208238962292,0.6
153,0.647997393858725,0.6
154,0.6046996556636014,0.6
155,0.5873967517119683,0.6
156,0.5998423336998658,0.6
157,0.564388706490031,0.6
158,0.5522641588079599,0.6
159,0.5776387244847284,0.6
160,0.6412440380650326,0.6
161,0.5716946400147275,0.6
162,0.58915062554232,0.6
163,0.558697422736108,0.6
164,0.5857351219638303,0.6
